lon,lat,country
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
168.0,-84.0,
-100.38333,20.63333,Mexico
-39.21667,-10.75,Brazil
-115.53333,38.08333,United States
140.98333,-30.15,Australia
49.53252,23.14302,Saudi Arabia
-117.01083,34.44567,United States
130.11667,-20.36667,Australia
7.83333,47.0,Switzerland
-111.34667,32.44667,United States
-103.55,34.76778,United States
-103.66667,34.78333,United States
43.7,45.7,Russia
141.855,-35.90667,Australia
79.9,51.8,Russia
58.4071,21.37115,Oman
58.40793,21.3703,Oman
58.40785,21.34845,Oman
58.4079,21.34823,Oman
58.4116,21.22513,Oman
58.41185,21.17895,Oman
58.40918,21.1746,Oman
58.39145,21.1683,Oman
58.36453,21.13663,Oman
58.36358,21.1383,Oman
58.41132,21.1582,Oman
58.41087,21.16743,Oman
58.41068,21.1574,Oman
58.40432,21.05978,Oman
58.42175,21.17277,Oman
58.41035,21.16638,Oman
58.38922,21.1584,Oman
58.38615,21.21193,Oman
58.38638,21.21272,Oman
58.4075,21.1273,Oman
58.41393,21.152,Oman
58.4644,21.49312,Oman
58.4277,21.37605,Oman
58.42768,21.37628,Oman
58.42213,21.35885,Oman
58.40223,21.31037,Oman
58.39152,21.26005,Oman
58.41272,21.19918,Oman
58.41272,21.19918,Oman
58.41272,21.19918,Oman
58.39645,21.27327,Oman
58.41153,21.33802,Oman
58.413,21.36203,Oman
58.41178,21.3623,Oman
58.39767,21.36865,Oman
58.40492,21.3729,Oman
58.41207,21.37602,Oman
58.41402,21.37053,Oman
58.4124,21.37162,Oman
58.41415,21.37107,Oman
58.53398,22.34143,Oman
58.44072,22.13015,Oman
58.19688,22.0321,Oman
58.21053,22.02762,Oman
58.39552,21.36863,Oman
58.40237,21.33735,Oman
56.36668,20.2023,Oman
56.45165,20.24332,Oman
56.46405,20.26362,Oman
56.46315,20.26405,Oman
56.28877,20.03695,Oman
56.3088,20.05425,Oman
56.265,20.17,Oman
56.11592,20.72798,Oman
56.4835,20.04683,Oman
55.86245,20.46543,Oman
56.10217,20.56848,Oman
56.41193,20.0051,Oman
56.41482,20.0081,Oman
56.41628,20.00552,Oman
56.4212,20.00458,Oman
56.19198,20.6282,Oman
56.16912,20.62973,Oman
56.14523,20.6205,Oman
56.08783,20.6322,Oman
56.0476,20.58568,Oman
55.85287,20.58408,Oman
55.9477,20.57698,Oman
55.87252,20.58587,Oman
55.83592,20.59412,Oman
55.87035,20.58912,Oman
55.87563,20.57972,Oman
55.88898,20.56278,Oman
55.98598,20.57445,Oman
55.90177,20.45792,Oman
55.84888,20.5569,Oman
55.79787,20.47567,Oman
55.80425,20.47493,Oman
56.04902,20.53187,Oman
56.04965,20.53213,Oman
56.07002,20.54183,Oman
56.07122,20.54508,Oman
56.10353,20.5698,Oman
56.08372,20.5625,Oman
56.08235,20.56085,Oman
55.97262,20.56022,Oman
55.8682,20.59763,Oman
55.92125,20.55575,Oman
55.92178,20.55407,Oman
55.92297,20.55215,Oman
55.92748,20.5501,Oman
56.42172,20.01812,Oman
55.93367,20.47393,Oman
56.16462,20.56537,Oman
56.15363,20.59585,Oman
56.15298,20.59672,Oman
56.1551,20.59518,Oman
56.35607,20.71778,Oman
56.41513,20.76775,Oman
56.41798,20.01798,Oman
56.14967,20.59888,Oman
56.14733,20.58513,Oman
56.19473,20.56322,Oman
56.41533,20.8393,Oman
56.22532,20.31142,Oman
56.24737,20.30678,Oman
56.38473,20.00237,Oman
56.47787,20.01577,Oman
56.4559,20.03138,Oman
56.46612,20.0534,Oman
56.48325,20.04812,Oman
56.3815,20.00553,Oman
56.46378,20.02347,Oman
56.4866,20.04738,Oman
56.4741,20.03788,Oman
56.33072,20.04637,Oman
56.46167,20.2189,Oman
56.4922,20.0018,Oman
56.02297,20.05013,Oman
56.40697,20.01352,Oman
56.22917,20.2399,Oman
55.42876,20.70923,Oman
56.4332,20.02968,Oman
56.39902,20.00803,Oman
56.15087,20.5971,Oman
56.1299,20.58143,Oman
56.12693,20.57128,Oman
56.12678,20.5534,Oman
56.12155,20.5247,Oman
56.1285,20.50483,Oman
56.12353,20.51968,Oman
56.10287,20.58077,Oman
56.10683,20.5426,Oman
56.11768,20.5225,Oman
56.13955,20.61728,Oman
56.15995,20.63257,Oman
56.20918,20.59658,Oman
56.38847,20.57092,Oman
56.39488,20.57807,Oman
56.47112,20.78777,Oman
55.80097,20.51947,Oman
55.79032,20.51573,Oman
55.77547,20.50788,Oman
55.52788,20.47678,Oman
55.49138,20.45708,Oman
55.52737,20.51353,Oman
55.53072,20.5234,Oman
55.52977,20.52828,Oman
55.52398,20.59832,Oman
55.53118,20.62837,Oman
55.49222,20.69282,Oman
55.42813,20.66973,Oman
55.34008,20.66842,Oman
55.31715,20.66748,Oman
55.31572,20.66713,Oman
55.31587,20.66745,Oman
55.31402,20.66642,Oman
56.27422,20.03728,Oman
56.24085,20.14475,Oman
56.12088,20.44722,Oman
56.10278,20.43802,Oman
56.07943,20.41487,Oman
56.03632,20.48983,Oman
55.90595,20.52627,Oman
55.82045,20.48785,Oman
55.43587,20.7658,Oman
55.44327,20.78308,Oman
55.44787,20.78388,Oman
55.47148,20.7982,Oman
55.47203,20.79892,Oman
55.47315,20.8016,Oman
55.4736,20.80178,Oman
55.50613,20.89485,Oman
55.49375,20.89328,Oman
55.4936,20.89335,Oman
55.43452,20.88187,Oman
55.42773,20.8728,Oman
55.42098,20.88473,Oman
55.41193,20.91903,Oman
55.4247,20.79907,Oman
56.2943,20.11858,Oman
56.49015,20.26043,Oman
56.47532,20.40627,Oman
56.47823,20.41363,Oman
56.49987,20.42085,Oman
56.36586,20.00125,Oman
56.33317,20.07917,Oman
56.3575,20.0915,Oman
55.44888,20.80423,Oman
55.44393,20.80225,Oman
55.42668,20.7827,Oman
55.43055,20.80103,Oman
55.45428,20.80853,Oman
55.46177,20.81403,Oman
55.46678,20.80265,Oman
55.46208,20.79882,Oman
55.46493,20.79315,Oman
55.45475,20.78722,Oman
55.43335,20.76032,Oman
55.52437,20.49517,Oman
55.52617,20.47015,Oman
55.51787,20.47388,Oman
55.53625,20.49482,Oman
55.55902,20.49408,Oman
55.88368,20.43773,Oman
55.79032,20.38607,Oman
55.70125,20.3843,Oman
55.7036,20.38333,Oman
55.7042,20.38367,Oman
55.67223,20.36093,Oman
55.59398,20.31777,Oman
55.55118,20.34088,Oman
55.563,20.42145,Oman
55.53323,20.43182,Oman
55.57368,20.44922,Oman
55.58232,20.4545,Oman
55.59432,20.47603,Oman
55.59513,20.48138,Oman
55.76137,20.50513,Oman
55.83183,20.50582,Oman
55.83597,20.50888,Oman
55.83792,20.51112,Oman
55.8526,20.52112,Oman
55.85287,20.51942,Oman
55.83568,20.51017,Oman
55.83623,20.51213,Oman
55.82513,20.50627,Oman
55.8291,20.50422,Oman
55.82845,20.50603,Oman
55.82712,20.50797,Oman
55.83432,20.5002,Oman
55.85112,20.49488,Oman
55.96863,20.52525,Oman
56.01365,20.54628,Oman
56.05498,20.57258,Oman
56.05047,20.576,Oman
56.12263,20.58797,Oman
56.28135,20.56808,Oman
56.27632,20.13085,Oman
56.39452,20.11792,Oman
56.40473,20.0049,Oman
56.46193,20.05473,Oman
56.46493,20.0587,Oman
55.61512,20.01597,Oman
55.61903,20.01315,Oman
55.63058,20.05125,Oman
55.69318,20.0949,Oman
55.68623,20.09443,Oman
55.70945,20.14502,Oman
55.70942,20.146,Oman
55.7096,20.14723,Oman
55.70922,20.1469,Oman
55.70908,20.1469,Oman
55.70913,20.1465,Oman
55.70975,20.14673,Oman
55.70925,20.15122,Oman
55.67963,20.1919,Oman
55.66763,20.18758,Oman
55.76795,20.14505,Oman
56.01668,20.21727,Oman
56.02013,20.22083,Oman
56.02035,20.22002,Oman
56.02093,20.21905,Oman
56.02072,20.2206,Oman
56.02118,20.21792,Oman
56.02125,20.21758,Oman
56.0217,20.21668,Oman
56.03262,20.2024,Oman
56.0323,20.20273,Oman
56.1962,20.33115,Oman
56.20582,20.34138,Oman
56.20237,20.33513,Oman
56.20263,20.33532,Oman
56.2037,20.33407,Oman
56.22002,20.3936,Oman
56.25488,20.44685,Oman
56.27492,20.41705,Oman
56.27817,20.42458,Oman
56.48438,20.5052,Oman
56.49815,20.49917,Oman
56.48333,20.31322,Oman
56.47362,20.33245,Oman
56.3975,20.11306,Oman
56.40972,20.09889,Oman
56.32694,20.10361,Oman
-3.91667,31.16667,Morocco
-102.18333,24.3,Mexico
-104.3,24.11667,Mexico
-105.25,24.51667,Mexico
-117.66617,35.4005,United States
-99.93333,38.61667,United States
21.13333,-28.83333,South Africa
125.26667,-31.16667,Australia
126.08333,-30.36667,Australia
-100.0,39.78333,United States
21.885,24.97833,Libya
158.64804,-76.24103,
158.64418,-76.24103,
158.62928,-76.24615,
158.63823,-76.24209,
158.67634,-76.2372,
158.67436,-76.23773,
158.06295,-76.2314,
158.15472,-76.24068,
158.1622,-76.24205,
157.886,-76.24666,
158.40541,-76.22084,
158.52807,-76.23065,
158.10179,-76.23124,
158.5667,-76.26077,
158.53078,-76.23147,
158.37606,-76.2201,
158.57717,-76.25589,
158.32857,-76.23116,
158.17431,-76.27165,
158.37928,-76.21977,
158.3794,-76.21976,
158.24891,-76.23833,
158.65633,-76.24279,
157.81496,-76.22074,
157.90708,-76.2475,
158.59528,-76.24717,
158.37771,-76.23184,
157.82009,-76.22124,
158.37778,-76.21993,
158.37967,-76.22029,
158.37624,-76.22067,
158.37676,-76.22,
158.22577,-76.23897,
158.37395,-76.22084,
158.37601,-76.22055,
157.7867,-76.22173,
158.37635,-76.22008,
158.37838,-76.21987,
158.37891,-76.21987,
158.379,-76.21983,
158.10233,-76.2329,
158.10208,-76.23129,
158.15758,-76.24181,
158.09012,-76.24041,
158.37901,-76.22004,
158.37834,-76.21987,
158.14723,-76.23986,
158.15736,-76.24171,
158.04572,-76.22419,
158.37833,-76.21999,
158.37834,-76.21992,
158.10146,-76.23098,
158.14882,-76.2403,
159.25,-76.26667,
159.25,-76.26667,
159.25,-76.26667,
159.25,-76.26667,
159.25,-76.26667,
159.25,-76.26667,
159.25,-76.26667,
158.43325,-76.21391,
159.25,-76.26667,
158.54499,-76.21615,
158.59811,-76.24017,
159.25,-76.26667,
158.44552,-76.22643,
159.25,-76.26667,
158.5392,-76.21541,
158.44261,-76.23128,
158.30797,-76.2509,
158.49351,-76.20657,
158.45722,-76.21079,
158.49357,-76.20733,
158.39695,-76.21745,
158.42109,-76.21498,
158.46797,-76.2094,
159.25,-76.26667,
158.53607,-76.22193,
158.44744,-76.2111,
158.23886,-76.24078,
158.48487,-76.20679,
158.66995,-76.22116,
158.60617,-76.21776,
158.50007,-76.20676,
158.26243,-76.23781,
158.2669,-76.24226,
158.68446,-76.22333,
158.32788,-76.23614,
158.24867,-76.23837,
158.56938,-76.22305,
158.50694,-76.20614,
158.31754,-76.23611,
158.59721,-76.25201,
158.61984,-76.21592,
158.56194,-76.22384,
158.49356,-76.20775,
158.50933,-76.20756,
158.26337,-76.229,
158.48295,-76.20798,
158.68468,-76.22172,
158.3267,-76.23529,
158.4182,-76.219,
158.52362,-76.20692,
158.43047,-76.22227,
158.21734,-76.24369,
158.61317,-76.22616,
158.20758,-76.24984,
158.44122,-76.21171,
158.3792,-76.21964,
158.47461,-76.21013,
158.40175,-76.2173,
158.27019,-76.2388,
158.49261,-76.20809,
158.48433,-76.2061,
158.2172,-76.23599,
158.2662,-76.22867,
158.35396,-76.22305,
158.24228,-76.24699,
158.40042,-76.21547,
158.79288,-76.22278,
158.35405,-76.2233,
158.48102,-76.20663,
158.81183,-76.21805,
158.35226,-76.22342,
158.44041,-76.21321,
158.71484,-76.23537,
158.37624,-76.22062,
158.76036,-76.23503,
158.47558,-76.20921,
158.51051,-76.20864,
158.67192,-76.22141,
158.4273,-76.21466,
158.28864,-76.23843,
158.50946,-76.20655,
158.27002,-76.23302,
-105.84167,53.075,Canada
-114.02437,35.65306,United States
-114.03069,35.64552,United States
-114.02849,35.6464,United States
-114.02853,35.64645,United States
-114.04336,35.62705,United States
-114.04323,35.62723,United States
-114.0271,35.66185,United States
-114.02698,35.66375,United States
-114.032,35.69732,United States
-114.04338,35.67947,United States
-114.03452,35.6448,United States
-114.04373,35.62682,United States
-114.06167,35.69733,United States
-114.08333,35.63333,United States
-114.09,35.64133,United States
-114.0955,35.647,United States
-114.02573,35.65868,United States
-114.03285,35.64,United States
-114.04688,35.62453,United States
-95.0,32.0,United States
-117.91667,35.41667,United States
-100.5,40.25,United States
116.5,-30.71667,Australia
-112.977,53.9329,Canada
-85.51667,43.86667,United States
0.5,25.58333,Algeria
0.53333,25.63333,Algeria
0.5,25.63333,Algeria
128.98333,-30.06667,Australia
128.96667,-30.06667,Australia
128.96667,-30.06667,Australia
128.8,-30.25,Australia
128.8,-30.15,Australia
128.48333,-30.6,Australia
128.40833,-30.65,Australia
128.81667,-30.08333,Australia
128.985,-30.31667,Australia
128.85,-30.32167,Australia
128.3,-30.21667,Australia
128.5,-30.5,Australia
128.91667,-30.08333,Australia
128.83333,-30.08333,Australia
128.635,-30.28667,Australia
129.0,-30.16667,Australia
128.91667,-30.16667,Australia
128.91667,-30.08333,Australia
128.47617,-30.51733,Australia
128.45833,-30.51667,Australia
128.98483,-30.06783,Australia
128.52617,-30.30283,Australia
128.5255,-30.30083,Australia
128.38333,-30.31833,Australia
128.57333,-30.28667,Australia
128.63528,-30.24833,Australia
128.37333,-30.31806,Australia
128.8495,-30.12367,Australia
-69.71833,-23.17556,Chile
-97.555,36.98667,United States
-98.91667,40.08333,United States
-4.3775,39.45889,Spain
-10.17483,23.2925,Mauritania
-9.94017,23.39067,Mauritania
139.28333,-34.66667,Australia
-99.61667,33.53333,United States
-69.61667,-21.98333,Chile
9.0,10.0,Nigeria
-101.68139,37.22222,United States
-96.4,31.9,United States
-117.56667,35.58333,United States
-107.83333,38.51667,United States
-67.17639,-23.87083,Argentina
-64.22333,-32.87167,Argentina
-42.2885,-13.12333,Brazil
-69.48333,-39.85,Argentina
-106.63333,35.3,United States
126.01667,-30.36667,Australia
-96.99167,50.94,Canada
-115.36667,35.63333,United States
-115.37167,35.65933,United States
-115.36722,35.6717,United States
-115.34703,35.68345,United States
-115.36717,35.67298,United States
-115.34062,35.68078,United States
-115.36807,35.67405,United States
-115.37248,35.6701,United States
-115.3566,35.67725,United States
-115.35067,35.67355,United States
-115.37081,35.66594,United States
160.30703,-72.65333,
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-101.4975,34.42222,United States
-109.025,41.65,United States
-104.66667,25.33333,Mexico
118.0,-22.33333,Australia
-103.40833,34.065,United States
-101.6,37.11667,United States
-101.6,37.11667,United States
-101.6,37.08333,United States
-101.6,37.08333,United States
46.69967,50.28533,Russia
-102.95,35.76667,United States
14.715,-23.08333,Namibia
14.715,-23.08333,Namibia
14.715,-23.08333,Namibia
-98.95,34.86667,United States
-103.56667,33.78333,United States
-103.65,33.71667,United States
-103.56667,33.88333,United States
-103.5,34.08333,United States
-103.28333,34.21667,United States
-103.5,34.08333,United States
-103.5,33.08333,United States
-103.13333,33.75,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.2,34.21667,United States
-103.41667,34.31667,United States
-103.56667,34.11667,United States
-103.56667,34.13333,United States
-103.20694,33.81806,United States
-103.28333,34.21667,United States
-103.23333,34.18333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-104.01667,34.15,United States
-103.25,33.8,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.43333,34.28333,United States
-103.55,33.78333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.61667,34.08333,United States
-103.61667,34.08333,United States
-103.61667,34.08333,United States
-103.51667,34.08333,United States
-103.45,34.3,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.51667,34.08333,United States
-103.61667,34.08333,United States
-103.51667,34.25,United States
-103.25,34.23333,United States
-103.48333,34.1,United States
-103.36667,34.13333,United States
-103.45,33.61667,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.35,34.21667,United States
-103.48333,34.1,United States
-103.7,33.88333,United States
-103.43333,34.3,United States
-103.43333,34.3,United States
-103.58333,34.41667,United States
-103.28333,34.21667,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.61667,34.08333,United States
-103.51667,34.08333,United States
-103.5,34.21667,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.45,33.61667,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.1,United States
-103.48333,34.08333,United States
-103.51667,34.08333,United States
-103.43333,34.18333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.58333,34.1,United States
-103.5,34.05,United States
-103.16667,33.63333,United States
-103.56667,34.08333,United States
-103.41667,33.66667,United States
-103.23333,34.2,United States
-103.38333,34.31667,United States
-103.28333,34.28333,United States
-103.51667,34.06667,United States
-103.56667,33.88333,United States
-103.53333,34.13333,United States
-103.51667,34.28333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.5,34.08333,United States
-103.50167,34.09167,United States
-103.67667,34.09167,United States
-103.93833,33.95833,United States
-103.55,34.21667,United States
-103.3,33.6,United States
-103.45,34.3,United States
-103.58333,34.05,United States
-103.25,33.995,United States
-103.65,33.73883,United States
-103.67333,33.72217,United States
-103.94167,34.18833,United States
-103.93333,34.21667,United States
-103.13333,34.21667,United States
-103.18333,34.21667,United States
-103.18333,34.21667,United States
-103.623333,33.736667,United States
135.0,-15.0,Australia
-118.1464,34.82793,United States
-118.06667,34.83333,United States
-88.68333,14.6,Honduras
-97.05,30.81667,United States
-96.65139,30.05806,United States
-96.7,30.06667,United States
-98.43333,39.16667,United States
-108.56667,46.78333,United States
148.63333,-29.8,Australia
-104.2,35.95,United States
-104.2,35.95,United States
50.0,20.0,Saudi Arabia
50.0,20.0,Saudi Arabia
50.0,20.0,Saudi Arabia
-81.4,34.3,United States
17.866,48.348,Slovakia
-85.5,39.5,United States
-102.71667,38.61667,United States
-85.45,39.61667,United States
-105.5,39.8,United States
-111.13333,32.13333,United States
-49.0,81.16667,Greenland
-104.66667,32.91667,United States
-114.23435,34.75637,United States
-114.2343,34.75635,United States
-114.23342,34.75873,United States
-114.22717,34.75078,United States
-114.21,34.74667,United States
-4.66667,30.26667,Morocco
-97.32306,32.86583,United States
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
-90.41667,40.71667,United States
3.58333,48.48333,France
55.68639,-21.19222,France
-105.25,27.0,Mexico
-68.57217,-23.826,Chile
-68.805,-24.20333,Chile
-111.85,38.98333,United States
-100.4,39.4,United States
28.45,66.8,Finland
-111.66667,40.91667,United States
-85.78333,37.95,United States
-122.875,42.53333,United States
-100.35,31.41667,United States
-115.72972,34.00056,United States
-56.13444,-27.55861,Argentina
-58.76667,-35.53333,Argentina
-69.5,-23.43333,Chile
-119.0,36.0,United States
-104.36667,23.48333,Mexico
-112.0,35.0,United States
-111.11718,32.16657,United States
-99.08333,24.7,Mexico
-69.795,-25.575,Chile
-69.795,-25.575,Chile
-69.858667,-25.446167,Chile
-69.860667,-25.447333,Chile
-69.8635,-25.445833,Chile
-69.855333,-25.446333,Chile
-69.851,-25.4475,Chile
-69.851833,-25.4485,Chile
-69.871833,-25.447667,Chile
-69.867333,-25.447667,Chile
-69.867333,-25.447833,Chile
-69.8955,-25.443167,Chile
-69.870333,-25.443833,Chile
-69.870667,-25.445,Chile
-69.867,-25.4445,Chile
-69.8715,-25.444167,Chile
-69.8745,-25.4435,Chile
-69.875167,-25.443,Chile
-69.874,-25.4425,Chile
-69.876167,-25.4415,Chile
-69.8735,-25.441667,Chile
-69.872167,-25.4425,Chile
-69.871833,-25.443,Chile
-69.872333,-25.44,Chile
-69.8995,-25.372,Chile
-69.871167,-25.4425,Chile
-69.871167,-25.442667,Chile
-69.871167,-25.441167,Chile
-69.871,-25.441833,Chile
-69.870333,-25.441833,Chile
-69.879,-25.440333,Chile
-69.877167,-25.4425,Chile
-69.868833,-25.440833,Chile
-69.868167,-25.440333,Chile
-69.879833,-25.439667,Chile
-69.880167,-25.4405,Chile
-69.880333,-25.439833,Chile
-69.881667,-25.441833,Chile
-69.8975,-25.371,Chile
-69.884,-25.44,Chile
-69.884,-25.4395,Chile
-69.881,-25.444833,Chile
-69.8825,-25.443167,Chile
-69.884,-25.443667,Chile
-69.866667,-25.4435,Chile
-69.864667,-25.442333,Chile
-69.863667,-25.443,Chile
-69.8835,-25.447333,Chile
-69.886333,-25.439333,Chile
-69.8865,-25.439667,Chile
-69.8865,-25.438667,Chile
-69.885833,-25.4395,Chile
-69.88833,-25.44,Chile
-69.86367,-25.44067,Chile
-69.8635,-25.43933,Chile
-69.85883,-25.43883,Chile
-69.8815,-25.449,Chile
-69.8815,-25.44933,Chile
-69.88033,-25.449,Chile
-69.88583,-25.4465,Chile
-69.86083,-25.44067,Chile
-69.69017,-25.42517,Chile
-69.78333,-25.58333,Chile
-69.78333,-25.58333,Chile
-69.78333,-25.58333,Chile
-69.78333,-25.58333,Chile
-66.38333,-33.33333,Argentina
-98.5,29.5,United States
-50.3,-16.21667,Brazil
-99.995,39.43,United States
-102.25,40.81667,United States
-102.15,30.13333,United States
-98.06667,40.43333,United States
-106.5,35.25,United States
-91.63333,35.93333,United States
-98.3,19.21667,Mexico
-48.6,-26.21667,Brazil
-103.35,24.46667,Mexico
-47.95,-16.26667,Brazil
-73.0,5.91667,Colombia
-112.33333,27.33333,Mexico
-53.41083,-33.50944,Brazil
-106.0,24.5,Mexico
-43.01667,-21.55,Brazil
-8.58361,41.76611,Portugal
137.0,36.5,Japan
-100.51,39.84433,United States
-81.865,32.94889,United States
44.81667,48.48333,Russia
105.75883,45.9835,Mongolia
15.5925,26.4455,Libya
15.87467,26.812,Libya
15.84833,26.42767,Libya
15.5475,27.13883,Libya
15.69183,26.8425,Libya
18.41433,24.297,Libya
81.88333,24.4,India
-88.18333,35.16667,United States
-118.54167,40.86217,United States
-98.62993,37.52392,United States
56.66667,20.51667,Oman
